Sr. No,Scheme,Major Component,Sub Component,Activity Master Id,Activity Master Name,Activity Master Details ID,Activity Master Details Name,Norms / Unit Cost,Criteria For Appraisal
655,Elementary Education,Monitoring of the Scheme,Monitoring Information System (MIS),219.2,Vidhya Samiksha Kendra (Recurring)   (EE/SE/TE),219.20.14,Vidya Samiksha Kendra (Recurring),"VSK Recurring funds: (funding based on model and range of schools in States/UTs)                              Andaman & Nicobar Islands,Chandigarh, Daman & Diu & Dadra & Nagar Haveli, Lakshadweep, Puducherry - 30 lakhs                                                 Arunachal Pradesh, Goa,Ladakh, Manipur, Mizoram, Nagaland, Sikkim, Tripura - 50 lakhs                Delhi, Haryana, Jammu & Kashmir, Meghalaya, Punjab,Uttarakhand - 80 lakhs                      Andhra Pradesh, Assam, Bihar, Chhattisgarh, Jharkhand, Karnataka, TamilNadu, Telangana, Uttar Pradesh, West Bengal - 85 lakhs                      Note: Himachal Pradesh, Kerala, Madhya Pradesh, Maharashtra, Odisha, Rajasthan are not
considered as Vidya Samiksha Kendra was already approved under the STARS Project. ",
656,Elementary Education,Program Management,Program Management,220,Program Management (MMER - E.E / S.E. / T.E.),220.1,Program Management (MMMER - E.E / S.E. / T.E.),"Upto 3.5 to 5% of budget outlay / NE and UT having small size of district plan, the management cost could be upto 40 lakh per district",
657,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,3,Opening of New / Upgraded Schools  - NR (Secondary),3.1,1 Section School (Class IX - X),As per  State SORs/CPWD Rate (Which ever is less),
658,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,3,Opening of New / Upgraded Schools  - NR (Secondary),3.2,2 Section School (Class IX - X),As per  State SORs/CPWD Rate (Which ever is less),
659,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,3,Opening of New / Upgraded Schools  - NR (Secondary),3.2,New Schools (Upto Class XII),As per  State SORs/CPWD Rate (Which ever is less),
660,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,3,Opening of New / Upgraded Schools  - NR (Secondary),3.4,Construction of Building (Existing),As per  State SORs/CPWD Rate (Which ever is less),
661,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,5,Opening of New / Upgraded Schools  - Recurring (Secondary),5.1,Recurring Cost - Secondary (New) (Samagra),Assistance for Recurring Expenditure including manpower deployment in Secondary Schools of up to ? 25 lakh ,
662,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,5,Opening of New / Upgraded Schools  - Recurring (Secondary),5.2,Recurring Cost - Secondary (Previous) (Samagra),,
663,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,6,Opening of New / Upgraded Schools - NR (Hr. Secondary),6.1,Higher Secondary School - Science Subject (XI - XII),As per  State SORs/CPWD Rate (Which ever is less),
664,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,6,Opening of New / Upgraded Schools - NR (Hr. Secondary),6.2,Higher Secondary School - Commerce Subject (XI - XII),As per  State SORs/CPWD Rate (Which ever is less),
665,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,6,Opening of New / Upgraded Schools - NR (Hr. Secondary),6.3,Higher Secondary School - Arts Subject (XI - XII),As per  State SORs/CPWD Rate (Which ever is less),
666,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,6,Opening of New / Upgraded Schools - NR (Hr. Secondary),6.4,Higher Secondary School - Science & Arts Subject (XI - XII),As per  State SORs/CPWD Rate (Which ever is less),
667,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,6,Opening of New / Upgraded Schools - NR (Hr. Secondary),6.5,Higher Secondary School - Science & Commerce Subject (XI - XII),As per  State SORs/CPWD Rate (Which ever is less),
668,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,7,Opening of New / Upgraded Schools  - Recurring (Hr. Secondary),7.1,Recurring Cost - New Hr. Sec. (1 Subject) (Samagra),Assistance for Recurring Expenditure including manpower deployment in new Senior Secondary Schools of up to ? 40 lakh for one combination of subjects approved by State Board.,
669,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,7,Opening of New / Upgraded Schools  - Recurring (Hr. Secondary),7.2,Recurring Cost - Hr. Sec. (1 Subject) (Previous) (Samagra),,
670,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,7,Opening of New / Upgraded Schools  - Recurring (Hr. Secondary),7.3,Recurring Cost - New Hr. Sec. (2 Subject (Samagra),,
671,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,7,Opening of New / Upgraded Schools  - Recurring (Hr. Secondary),7.4,Recurring Cost - Hr. Sec. (Previous) (2 Subject) (Samagra),,
672,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,8,Addition of Subject in  Existing Hr. Secondary - NR,8.1,Higher Secondary School - Arts Subject (XI - XII),As per  State SORs/CPWD Rate (Which ever is less),
673,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,8,Addition of Subject in  Existing Hr. Secondary - NR,8.2,Higher Secondary School - Commerce Subject (XI - XII),As per  State SORs/CPWD Rate (Which ever is less),
674,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,8,Addition of Subject in  Existing Hr. Secondary - NR,8.3,Higher Secondary School - Science Subject (XI - XII),As per  State SORs/CPWD Rate (Which ever is less),
675,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,8,Addition of Subject in  Existing Hr. Secondary - NR,8.5,Additional Subject - Science and Commerce (XI - XII),As per  State SORs/CPWD Rate (Which ever is less),
676,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,8,Addition of Subject in  Existing Hr. Secondary - NR,8.6,Additional Subject - Science and Arts (XI - XII),As per  State SORs/CPWD Rate (Which ever is less),
677,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,9,Addition of Subject in  Existing Hr. Secondary - Recurring,9.1,Recurring Cost - Addition of Subject in Existing Hr. Sec. (New) (Samagra),"For each additional combination of subjects in an existing senior secondary school, a recurring financial grant of ? 15 lakh per annum will be provided under the scheme based",
678,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,9,Addition of Subject in  Existing Hr. Secondary - Recurring,9.2,Recurring Cost - Addition of Subject in Existing Hr. Sec. (Previous) (Samagra),,
679,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,9,Addition of Subject in  Existing Hr. Secondary - Recurring,9.7,Recurring Cost - Addition of Subject in Existing Hr. Sec. (New) (2 Subject),,
680,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,25.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Non Recurring (New) (Upgradation till X),25.10.1,Furniture / Equipment (including kitchen equipment),No Norms,
681,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,25.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Non Recurring (New) (Upgradation till X),25.10.2,TLM and equipment including library books (New),No Norms,
682,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,25.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Non Recurring (New) (Upgradation till X),25.10.3,Bedding (New),No Norms,
683,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,25.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Non Recurring (New) (Upgradation till X),25.10.4,Replacement of bedding (once in 3 years),No Norms,
684,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,25.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Non Recurring (New) (Upgradation till X),25.10.6,Construction of building (New),As per  State SORs/CPWD Rate (Which ever is less),
685,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,25.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Non Recurring (New) (Upgradation till X),25.10.7,Boring/ Handpump,As per  State SORs/CPWD Rate (Which ever is less),
686,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,25.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Non Recurring (New) (Upgradation till X),25.10.8,Electricity / water charges,As per  State SORs/CPWD Rate (Which ever is less),
687,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,25.2,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Non Recurring (Previous Year) (Upgradation till X),25.20.1,Furniture / Equipment (including kitchen equipment),No Norms,
688,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,25.2,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Non Recurring (Previous Year) (Upgradation till X),25.20.2,TLM and equipment including library books (New),No Norms,
689,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,25.2,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Non Recurring (Previous Year) (Upgradation till X),25.20.3,Bedding (New),No Norms,
690,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,25.2,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Non Recurring (Previous Year) (Upgradation till X),25.20.4,Replacement of bedding (once in 3 years),No Norms,
691,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,25.2,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Non Recurring (Previous Year) (Upgradation till X),25.20.6,Construction of building (Existing),as per  State SORs/CPWD Rate (Which ever is less),
692,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,25.2,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Non Recurring (Previous Year) (Upgradation till X),25.20.7,Boring/ Handpump,As per  State SORs/CPWD Rate (Which ever is less),
693,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,25.2,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Non Recurring (Previous Year) (Upgradation till X),25.20.8,Electricity / water charges,As per  State SORs/CPWD Rate (Which ever is less),
694,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,25.4,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Non Recurring (Previous Year) (Upgradation till XII),25.40.2,Construction of Building,As per  State SORs/CPWD Rate (Which ever is less),
695,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),26.10.1,Stipend per child per month,for KGBVs for classes VI to XII of up to ? 1 crore per annum,
696,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),26.10.2,"Supplementary TLM, Stationery and other educational Materials",,
697,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),26.10.3,1 Warden,,
698,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),26.10.4,4 Full-time Teachers,,
699,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),26.10.6,2 Urdu Teachers  (only for blocks with muslim population above 20% and select urban areas),,
700,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),26.10.7,3 Part Time Teachers,,
701,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),26.10.8,1 Full Time Accountant,,
702,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),26.10.9,"2 Support staff - (Accountant/Assistant, Peon, Chowkidar)",,
703,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),26.10.10,1 Head Cook,,
704,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),26.10.11,2 Assistant Cook,,
705,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),26.10.12,Specific Skill training,,
706,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),26.10.13,Electricity / water charges,,
707,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),26.10.14,Medical care/contingencies,,
708,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),26.10.15,Maintenance,,
709,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),26.10.16,Miscellaneous,,
710,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),26.10.17,Preparatory camps,,
711,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),26.10.18,P.T.A / school functions,,
712,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),26.10.19,Provision of Rent,,
713,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),26.10.20,Capacity Building,,
714,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),26.10.21,Physical / Self Defence Training,,
715,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.1,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),26.10.22,Food/Lodging per child per month,,
716,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.2,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (Previous Year) (Upgradation till X),26.20.1,Stipend per child per month,for KGBVs for classes VI to XII of up to ? 1 crore per annum,
717,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.2,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (Previous Year) (Upgradation till X),26.20.2,"Supplementary TLM, Stationery and other educational Materials",,
718,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.2,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (Previous Year) (Upgradation till X),26.20.3,1 Warden,,
719,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.2,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (Previous Year) (Upgradation till X),26.20.4,4 Full-time Teachers,,
720,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.2,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (Previous Year) (Upgradation till X),26.20.6,2 Urdu Teachers  (only for blocks with muslim population above 20% and select urban areas),,
721,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.2,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (Previous Year) (Upgradation till X),26.20.7,3 Part Time Teachers,,
722,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,26.2,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (Previous Year) (Upgradation till X),26.20.8,1 Full Time Accountant,,
